"R"	"M"	"K"	"name"	"site"	"abn"	"block"	"bvalue"
"1"	0.0829930782249396	NA	NA	"IR3710"	4614120	2	110	0.080736585220924
"2"	0.0616151447228022	-0.0110974411815604	-0.00959080100683867	"radA"	4614158	13	110	0.080736585220924
"3"	0.0796713161629671	-0.0100196181941236	NA	"IR3711"	4615518	2	110	0.080736585220924
"4"	0.0809973171093637	0.0109041394602093	-0.00207855417518775	"nadR"	4615530	41	110	0.080736585220924
"5"	0.069534545817777	0.0273580206229829	-0.0151668896684932	"pykF"	1733023	19	2	0.0725010167926005
"6"	0.0648896803658474	-0.0748248148960438	-0.0124664572462411	"ycbC"	989747	9	3	0.0630451237059066
"7"	0.0493986403884263	-0.0478213237318816	0.00241553089977648	"IR770"	990518	3	3	0.0630451237059066
"8"	0.0611976058838345	-0.0164179431961771	-0.0099655880447913	"yhiI"	3561053	7	4	0.0622229496238007
"9"	0.0173213874498117	0.00807823909011615	NA	"yhiJ"	3561665	20	4	0.0622229496238007
"10"	0.0652989808436992	-0.0393713624603678	-0.0367629524461583	"ECB_03339"	3564846	6	4	0.0622229496238007
"11"	0.0436441997588571	NA	0.0154881160497854	"yhiM"	3565635	18	4	0.0622229496238007
"12"	0.0597510552100807	-0.0271006510730972	0.000192142961013825	"ybaL"	474199	21	5	0.0597510552100807
"13"	0.0497406720737843	0.0141627588622907	NA	"IR375"	475328	10	5	0.0597510552100807
"14"	0.0705320268100331	-0.00439411811302276	0.0099886901042447	"yafC"	232929	11	6	0.0584387691447764
"15"	0.0221589961490063	-0.0690987511799661	-0.00352897128201637	"yafE"	234851	9	6	0.0584387691447764
"16"	0.063121103290263	NA	-0.00923832277754442	"yfgA"	2563076	16	7	0.0573685633305443
"17"	0.0401109434513883	-0.00945381204970953	-0.0136170334871443	"IR2051"	2563761	15	7	0.0573685633305443
"18"	0.0244733934781539	-0.0343928528726149	-0.0448022302495329	"plsX"	1162200	11	8	0.0550560341282187
"19"	0.0773477019600214	NA	NA	"IR911"	1166019	6	8	0.0550560341282187
"20"	0.0492413571179052	-0.0132708507773823	-0.0428837733903903	"ESCRE3311"	3329086	4	9	0.0527358046691376
"21"	0.0398076508990429	-0.0240964786036412	-0.0349857141608111	"relA"	2800346	25	10	0.0478235744335005
"22"	0.0534988202703581	-0.0158419946397312	0.015338976258594	"rumA"	2802628	31	10	0.0478235744335005
"23"	0.0169447522800595	-0.00312691385703699	-0.00306245243630371	"barA"	2803994	43	10	0.0478235744335005
"24"	0.0565846344319039	-0.0216415008093111	0.0108080975055226	"yfeG"	2482463	8	11	0.0476470242574904
"25"	0.0446678208660193	-0.00677883854645014	-0.0126516146040074	"yffI"	2482782	5	11	0.0476470242574904
"26"	0.015004663952496	-0.00576316640956979	-0.00297479581979394	"eutL"	2483516	8	11	0.0476470242574904
"27"	0.0252471002798721	NA	NA	"IR1996"	2484824	2	11	0.0476470242574904
"28"	0.0569836357128704	-0.0075881016049164	9.26735877752227e-05	"ydgK"	1682613	7	12	0.046937835779279
"29"	0.016800435978505	0.0126217661948817	-0.00504724037129831	"ydgR"	1690976	12	12	0.046937835779279
"30"	0.0347300877583358	-0.0158968674035868	-0.0177293142573973	"hyfE"	2527099	6	111	0.0447539192969825
"31"	0.0188152757991243	0.00787681174581218	0.00122211959319886	"hyfF"	2528301	22	111	0.0447539192969825
"32"	0.0559143313978557	0.0384344808266367	-0.0300776281706125	"hyfH"	2531000	6	111	0.0447539192969825
"33"	0.0155405862384346	0.00313265435966948	0.00761309514322826	"hyfR"	2534090	12	111	0.0447539192969825
"34"	0.0447539192969825	-0.0102739646076989	0.0048001217028262	"perM"	2536067	7	111	0.0447539192969825
"35"	0.0524727665693754	-0.0309293537539424	NA	"ycbW"	1023454	4	14	0.0438553430432171
"36"	0.018003072464742	-0.0296260868671661	-0.0443514553412035	"IR788"	1024715	9	14	0.0438553430432171
"37"	0.0297538507333622	0.00769946631407193	0.0140415238484157	"ltaE"	925124	10	15	0.0427349538080069
"38"	0.0470619881662218	0.00204213079105364	0.032541101421832	"IR726"	926012	4	15	0.0427349538080069
"39"	0.0308356324453656	0.00170176352473253	0.0090356098216746	"fruK"	2212620	15	16	0.0426590460966774
"40"	0.0374053675449282	-0.0003005017470493	0.0073723702564531	"fruB"	2213554	16	16	0.0426590460966774
"41"	0.0377829363414297	-0.0026511836942137	0.0105445827540824	"yafS"	238023	14	17	0.0396092004891798
"42"	0.0192607339257149	0.0164445798133913	-0.0027682013071823	"IR3546"	4423268	17	18	0.0385526776897527
"43"	0.0339773688727678	-0.0159207900532886	-0.000980252463235999	"ytfK"	4423379	6	18	0.0385526776897527
"44"	0.032094329347534	-0.0155598257015463	-0.0008778568648058	"ydiA"	1765011	14	19	0.0372899080598872
"45"	0.0312681378380283	-0.00618951367580032	0.00333003980021675	"ydgG"	1651486	9	20	0.0363102689067659
"46"	0.0205842691131654	-0.0029475238868344	0.00307864495117883	"dsdC"	2411262	22	21	0.0361942584573826
"47"	0.0209961980142607	0.00129105568900248	-0.00313264320899848	"dsdA"	2414361	22	21	0.0361942584573826
"48"	0.0789579685677662	0.024771541252721	-0.010400824029691	"emrY"	2414885	9	21	0.0361942584573826
"49"	0.0227902428510552	-0.000552616772880415	-0.0397327367508398	"fkpA"	3405057	15	22	0.0360788952448274
"50"	0.0405084460427514	0.0160823143324621	0.0104165960173742	"IR2753"	3405328	13	22	0.0360788952448274
"51"	0.0295696246995539	-0.008131241675402	-0.00479275935671808	"treB"	4448522	11	112	0.0349744508157342
"52"	0.034339140596103	0.00329783305063125	-0.00202586039318641	"mppA"	1392178	19	113	0.0346234246840126
"53"	0.0160190303196106	-0.0225566720748149	-0.0305034882649948	"cyoE"	417521	22	25	0.0336722631307573
"54"	0.0340334130008703	NA	-0.022203967313977	"cyoD"	418423	9	25	0.0336722631307573
"55"	0.0321411619461129	-0.0138004987622701	-0.00168961498261047	"cyoB"	419379	23	25	0.0336722631307573
"56"	0.0281845919313984	-0.0273091933392487	0.00645302958943466	"cyoA"	421685	15	25	0.0336722631307573
"57"	0.031926627326592	-0.016212000020062	-0.00131861167137862	"phnJ"	4298170	11	26	0.0326296746407605
"58"	0.0251339831537359	-0.00877799685004901	-0.027287495915636	"phnI"	4298800	6	26	0.0326296746407605
"59"	0.0333327219549289	-0.0153783601527541	0.00449429545096253	"phnF"	4301050	8	26	0.0326296746407605
"60"	0.0339883015859785	-0.0144743838706981	-0.0474877395919511	"cpdA"	3110489	12	27	0.0322909877772131
"61"	0.027199046350917	-0.0285586394764763	0.010359173651469	"yqiB"	3111211	8	27	0.0322909877772131
"62"	0.0302705533567592	0.00181788803946351	-0.00258733540207268	"galR"	2871230	19	28	0.0321859251702694
"63"	0.0259689510561968	-0.000542541068853291	-0.0121237573159116	"yccR"	1038271	8	29	0.0319917258899267
"64"	0.03399931750117	-0.00289746328593852	-0.00363471944800604	"yccS"	1039630	11	29	0.0319917258899267
"65"	0.0369852970809762	-0.0241666141232242	-0.00424031997067526	"ESCRE3291"	3307975	9	30	0.0319372787691575
"66"	0.0211514591084134	-0.0766182569123453	NA	"yhcB"	3308101	12	30	0.0319372787691575
"67"	0.0248035577321323	0.00947272446994834	-0.00219132202611927	"moaA"	809711	11	114	0.0316948687418351
"68"	0.033991972411736	0.0710033660191422	-0.0114779306313303	"moaC"	811197	4	114	0.0316948687418351
"69"	0.0161878856606141	-0.00160659797356817	-0.000371296049236137	"yhjG"	3607167	22	134	0.0314422078515818
"70"	0.0365269819152377	-0.00387111530874772	-0.00670017903585586	"yhjH"	3608170	8	134	0.0314422078515818
"71"	0.027838078590845	0.00111490353659493	-0.023142858943003	"insG"	4485049	9	33	0.0312780651782276
"72"	0.0306526965288419	NA	-0.00766577371368295	"IR2281"	2860784	6	34	0.0306526965288419
"73"	0.0272834664874652	0.00843652842819463	-0.0157650862894066	"ptsP"	2860809	34	34	0.0306526965288419
"74"	0.0435141721757458	-0.00832730472162104	-0.00891005921430716	"nudH"	2863068	6	34	0.0306526965288419
"75"	0.0259364644654501	-0.0117100214965721	-0.00216493668207775	"ykgC"	292214	13	35	0.0303107412433408
"76"	0.0317688335026377	0.0270764850137847	-0.035183091488706	"ykgD"	292907	12	35	0.0303107412433408
"77"	0.0259260216996026	0.00233667245687742	0.000122398179426175	"citF"	630091	11	116	0.0301133242868478
"78"	0.0172005235041555	0.00574250938417135	-0.0075580094216717	"aapJ"	3347066	16	37	0.0297392176870271
"79"	0.033918782414651	0.00865068568353475	0.0124027018100293	"aapQ"	3348840	16	37	0.0297392176870271
"80"	0.0281421263180546	-0.0736595209131903	-0.030311161845681	"cynT"	331601	7	38	0.0296158730719161
"81"	0.0151804703231537	-0.0111042392585831	0.00190853013531372	"iadA"	4539271	12	135	0.0293796131409401
"82"	0.0341126607468689	-0.0149717395788306	-0.00910786485932183	"yjiH"	4541259	7	135	0.0293796131409401
"83"	0.0172305960811675	-0.0208321454829542	-0.0285480135865062	"IR45"	51377	6	40	0.0289100008176432
"84"	0.0328031357298018	0.0201021921274683	0.00169365523528291	"kefF"	51823	6	40	0.0289100008176432
"85"	0.030804007057621	-0.0405437759560476	NA	"ychN"	1273414	3	41	0.0280657231000195
"86"	0.0219587648763948	-0.0160091628401763	-0.0333893459943998	"ychP"	1274215	10	41	0.0280657231000195
"87"	0.025327439142418	0.00389692549806443	0.00345802677763884	"narX"	1276679	22	41	0.0280657231000195
"88"	0.0255520522148761	NA	-0.0213609238326074	"IR2523"	3154242	6	42	0.0279757823018192
"89"	0.0287836923308003	NA	-0.0188581203746182	"ebgR"	3154293	27	42	0.0279757823018192
"90"	0.0171118187178546	NA	NA	"ychH"	1259038	7	136	0.0277520305083921
"91"	0.0312987677719046	-0.00281812832353396	-0.00347919245479478	"ychM"	1259275	13	136	0.0277520305083921
"92"	0.0276799499635773	-0.00607532689327385	0.0199334786377571	"rnd"	1865463	13	44	0.0276799499635773
"93"	0.0205546636787809	-0.0054952872646726	0.00396607198918584	"fadD"	1867272	17	44	0.0276799499635773
"94"	0.0296226223746242	-0.0176640922248808	0.00144373240776162	"ybaS"	484474	13	45	0.0273839437228082
"95"	0.0206679077673603	-0.00950245960633592	-0.00321141629563131	"ybaT"	484763	20	45	0.0273839437228082
"96"	0.0233920061113694	0.00518905232997841	0.00858690588712063	"avtA"	3670208	22	46	0.0266599497000986
"97"	0.026115445929215	-0.00343900995964533	-0.076860885678052	"IR2425"	3034206	3	47	0.0265835892539011
"98"	0.0267396370287964	-0.0140005227013319	-0.0276447403129198	"epsF"	3034628	9	47	0.0265835892539011
"99"	0.0189044536746077	-0.0126333945744985	0.0158407215238631	"udp"	3989861	17	119	0.026574343188709
"100"	0.0198409215503393	0.00234441408972158	-0.00410540004334082	"ECB_03719"	3991166	11	119	0.026574343188709
"101"	0.0333077648270787	0.0162069366468242	0.0131464654549507	"ECB_03723"	3994241	13	119	0.026574343188709
"102"	0.0299574419626296	-0.00652135384546269	0.00138281077480287	"argO"	2953953	8	120	0.0265242610895747
"103"	0.01622471847041	0.000905961441891563	-0.00790058304926622	"IR2355"	2954671	6	120	0.0265242610895747
"104"	0.0264733613917606	-0.00437157384166959	-0.00614572648725566	"yrbL"	3284317	19	50	0.0264035531106636
"105"	0.0261941282673727	-0.00199909270719384	-0.0213130211490242	"elbB"	3285289	4	50	0.0264035531106636
"106"	0.0233423388548104	0.00733577013032062	NA	"galF"	2047263	8	51	0.0262674725979544
"107"	0.0225265937357186	-0.0177303660971576	-0.010948809155131	"wcaK"	2051240	10	51	0.0262674725979544
"108"	0.0272374955409688	-0.0286782219789	-0.00386336572210671	"wcaI"	2058245	9	51	0.0262674725979544
"109"	0.0233574037689114	NA	0.042755278207183	"nudD"	2059123	7	51	0.0262674725979544
"110"	0.029045977740984	-0.0169931377264192	-0.0137701059278803	"gmd"	2060399	8	51	0.0262674725979544
"111"	0.0213531820398885	0.0221723343026255	-0.00811831148275753	"wcaD"	2064060	16	51	0.0262674725979544
"112"	0.0215365022471396	-0.0280697661577426	-0.00396290748787046	"IR2343"	2941263	6	52	0.0258942429668831
"113"	0.0258790801497422	-0.0501422306498819	NA	"zapA"	2941509	8	52	0.0258942429668831
"114"	0.0179626245131344	-0.00130873150820153	0.00252982869894149	"ycjQ"	1374075	16	121	0.0258357170152524
"115"	0.0284600811826251	-0.0102473603080417	-0.0111464565221602	"ycjR"	1374716	10	121	0.0258357170152524
"116"	0.0235055201508827	-0.0277317329619673	0.00691621202845772	"nagA"	684086	21	122	0.0254895867384131
"117"	0.0250447658736289	-0.0228211238690421	-0.0249291687456894	"ydhT"	1726043	5	55	0.024798897222003
"118"	0.0240612912671252	-0.000431082840261119	-0.0119903987533837	"ydhW"	1728561	13	55	0.024798897222003
"119"	0.0278084346445651	NA	NA	"fepC"	602637	10	56	0.0247229992992117
"120"	0.0154666932631517	NA	NA	"fepG"	602928	11	56	0.0247229992992117
"121"	0.0166826890268305	0.0019062513218442	-0.00396080258353882	"motB"	1954171	8	57	0.024587316178743
"122"	0.0300889701193903	-0.0102433180480084	-0.0132887031876799	"flhC"	1956048	11	57	0.024587316178743
"123"	0.0190856622380957	0.0142274202440318	-0.00323249902108106	"flhD"	1956742	5	57	0.024587316178743
"124"	0.0236560237734311	-0.00269006852752095	-0.0207073853092613	"ssuD"	1012499	9	58	0.0245410241379825
"125"	0.0318123864825502	-0.0284930564223504	-0.0386386662077044	"IR340"	433374	10	59	0.0245124710321309
"126"	0.0204484544497682	-0.0280418207158755	-0.0606419630964982	"hupB"	433511	10	59	0.0245124710321309
"127"	0.0213551206891912	-0.0549407590234362	-0.0498496428099882	"IR341"	433822	4	59	0.0245124710321309
"128"	0.0224567191526962	-0.00342077112875357	-0.0227162461385808	"alsK"	4286032	8	123	0.0242961078004428
"129"	0.0260927154526348	-0.0047054910687555	-0.00182748053876102	"ybcN"	544538	7	124	0.0239658926842166
"130"	0.0175854243789621	-0.00715599210260552	-0.00502478959785172	"rusA"	545266	11	124	0.0239658926842166
"131"	0.0228505825624599	0.00389618037758251	-0.0152184313330705	"metL"	4109986	27	62	0.0236152079626223
"132"	0.0181534311256977	0.00315265320223136	-0.0231777581125766	"ECB_02800"	3000615	37	63	0.0235309027612794
"133"	0.0253233933064733	NA	NA	"IR2395"	3002498	7	63	0.0235309027612794
"134"	0.0248764161953148	0.00316560702785035	0.0180688279814471	"yjgR"	4472312	15	64	0.023483865685066
"135"	0.0193062141543195	-0.0173190384390689	0.0187949342751681	"idnO"	4476342	14	64	0.023483865685066
"136"	0.0168405995093523	0.0159863630193273	-0.00658508356136743	"ECB_03566"	3823523	25	65	0.0234450040590014
"137"	0.0202357812639786	NA	NA	"yidP#1"	3824345	4	65	0.0234450040590014
"138"	0.0266542268540241	0.0101035674238537	-0.0142376555014356	"yidP#2"	3824827	7	65	0.0234450040590014
