"R"	"M"	"K"	"name"	"site"	"abn"	"block"	"bvalue"
"1"	0.0811816151058507	-0.0502108791642113	-0.0216191946322697	"ycbC"	989746	7	1	0.0798708355514115
"2"	0.0613080366815963	NA	NA	"IR770"	990540	6	1	0.0798708355514115
"3"	0.0797863738986513	-0.00668919133088379	-0.151063058454934	"yfgA"	2562838	6	2	0.0789015271338523
"4"	0.0662785499090782	0.00488316213373085	0.00594443986363505	"IR2051"	2563741	6	2	0.0789015271338523
"5"	0.0290639611714324	-0.0455687305622196	-0.0179526998800312	"yfgB"	2564780	10	2	0.0789015271338523
"6"	0.0645345457535468	-4.54208045192945e-05	0.0102506227820451	"IR1403"	1732675	4	3	0.077404936294149
"7"	0.0730686304816686	-0.000520117042426428	-0.00171468910486082	"pykF"	1733277	8	3	0.077404936294149
"8"	0.0471006477901049	0.0222457453904691	-0.00827752466437743	"radA"	4614371	12	4	0.0726823322991965
"9"	0.0731805798547305	-0.00372134191542843	NA	"IR3711"	4615513	6	4	0.0726823322991965
"10"	0.0722382865979763	-0.0139450489237465	-0.0475407752120544	"nadR"	4615529	52	4	0.0726823322991965
"11"	0.0823779932813422	NA	0.00649621785475508	"ESCRE1328"	1329231	5	5	0.0685659552449639
"12"	0.0547539172085857	NA	NA	"topA"	1331415	22	5	0.0685659552449639
"13"	0.0280565866375916	-0.0174641724037065	-0.0102474669838913	"yjhP"	4512882	5	5	0.0685659552449639
"14"	0.0541056029974649	0.00632730511236541	-0.00908115155888081	"fabR"	4140928	17	6	0.0548841752971492
"15"	0.0451147763009729	0.0149082931690208	0.0104117510769864	"ybaL"	473682	14	7	0.0460225299950781
"16"	0.0444815009947484	NA	0.00129092780441707	"IR375"	475352	7	7	0.0460225299950781
"17"	0.0241563762269404	-0.00150928291549011	NA	"rfe"	3929999	11	8	0.0411935600320618
"18"	0.0246921223083891	0.0104274210841776	NA	"rffG"	3934366	11	8	0.0411935600320618
"19"	0.0320210413843448	NA	NA	"rffH"	3935416	11	8	0.0411935600320618
"20"	0.0607457842703042	0.0049204111490137	NA	"rffC"	3936591	18	8	0.0411935600320618
"21"	0.0429513886558545	0.00402263081481589	NA	"rffA"	3936948	9	8	0.0411935600320618
"22"	0.0211115640273106	-0.0656655517195931	NA	"rffM"	3941761	18	8	0.0411935600320618
"23"	0.0238145320882702	NA	-0.0121250755038596	"IR2097"	2625811	2	9	0.0406567282492881
"24"	0.046270793636294	-0.095429432887876	-0.0589627075747293	"lepB"	2625837	5	9	0.0406567282492881
"25"	0.0269645032062181	-0.0200187324928773	NA	"plsX"	1162654	14	10	0.0401461382549145
"26"	0.0444934368944974	NA	NA	"IR911"	1166014	7	10	0.0401461382549145
"27"	0.0360246562322992	0.00452344025735	0.00285665372953131	"galR"	2871274	20	11	0.0375429342260037
"28"	0.0321566357854277	0.00177549990542585	0.00941352271667003	"ynfC"	1633943	10	60	0.0350324810631996
"29"	0.0216466784065459	-0.0296196701393482	NA	"IR3503"	4378770	5	61	0.0332653591901538
"30"	0.0168000090550435	-0.00769984622026555	NA	"hflX"	4379865	7	61	0.0332653591901538
"31"	0.0348824622264206	-0.0163818454644027	-0.025264919962182	"hflC"	4381488	10	61	0.0332653591901538
"32"	0.0314081315243939	-0.00605146081168	-0.0121497253106399	"IR2281"	2860777	8	14	0.0312540851786881
"33"	0.0276092938410239	0.00362662471803706	-0.0237186870368016	"ptsP"	2860812	27	14	0.0312540851786881
"34"	0.0302362046054118	-0.0237375722690997	0.00226830166501693	"ytfJ"	4422854	6	15	0.0312462151798176
"35"	0.0271389428840716	0.00213759659118825	-0.0216436511396409	"IR3546"	4423258	19	15	0.0312462151798176
"36"	0.0294256180220561	-0.00114433162955337	-0.00305631008164675	"ytfK"	4423364	16	15	0.0312462151798176
"37"	0.0211361071016454	-0.0146981575407723	-0.0289462859748562	"lysC"	4210829	17	16	0.0309378971804637
"38"	0.0309378971804637	0.00769110954437422	-0.0662055882554554	"IR3378"	4212166	7	16	0.0309378971804637
"39"	0.0317767435449714	NA	NA	"ECB_misc_RNA_54"	4212395	6	16	0.0309378971804637
"40"	0.034371708407786	-0.0314088990291093	-0.00306686741122489	"IR160"	217017	2	17	0.0303666477511875
"41"	0.0183514657813922	-0.00133045029071315	-0.0411714325288463	"yaeQ"	217156	4	17	0.0303666477511875
"42"	0.0281160589824835	0.00875677205123554	-0.0210580330784297	"ybbO"	490550	12	18	0.0281160589824835
"43"	0.0185249764754724	-0.00146084383425655	0.00375628804554404	"tesA"	491422	6	18	0.0281160589824835
"44"	0.0261030974185657	0.0001512107901416	NA	"cpxR"	4084504	6	19	0.027634725203932
"45"	0.0238670141682426	-0.0432276531959913	NA	"IR3277"	4085157	4	19	0.027634725203932
"46"	0.0253929931421231	NA	-0.0164272706312497	"IR3356"	4179776	6	20	0.0275647076924763
"47"	0.024558756724523	0.0105336446705175	0.00675696073087535	"mppA"	1391641	16	21	0.0273426607764516
"48"	0.0287402749766976	0.0180834716119864	0.00594408203772126	"fruB"	2214403	16	22	0.0261283086741246
"49"	0.0182924097664056	NA	NA	"IR1797"	2214685	2	22	0.0261283086741246
"50"	0.0221876076893509	-0.00048996319242888	0.000653505018619733	"ECB_02648"	2824221	14	23	0.0252340404275344
"51"	0.0262495180069289	NA	NA	"IR2257"	2824514	7	23	0.0252340404275344
"52"	0.0274761015380062	-0.0183343708371131	-0.0024046053543409	"IR301"	386309	2	24	0.0249150892997241
"53"	0.0209681329651766	0.0129665689561828	0.010373841950035	"phoR"	386944	8	24	0.0249150892997241
"54"	0.0254059913291709	-0.000819778973348402	0.00822385605040487	"yrfA"	3449677	3	25	0.0244831698668886
