"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0.0833333333333333	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0.0769230769230769	0	0.0769230769230769	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0.0769230769230769	0	0.0769230769230769	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0.0769230769230769	0	0.0769230769230769	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0.0769230769230769	0	0.0769230769230769	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0.0666666666666667	0.0666666666666667	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0.0666666666666667	0	0.0666666666666667	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0.0588235294117647	0.0588235294117647	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0.0588235294117647	0	0.0588235294117647	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0.0588235294117647	0.0588235294117647	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0.0588235294117647	0	0.0588235294117647	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0.0588235294117647	0.0588235294117647	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0.0588235294117647	0	0.0588235294117647	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0.0588235294117647	0.0588235294117647	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0.0588235294117647	0	0.0588235294117647	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0.0588235294117647	0.0588235294117647	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0.0588235294117647	0	0.0588235294117647	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0.0526315789473684	0.0526315789473684	0	0	0	0	0	0	0.0526315789473684	0	0.0526315789473684	0	0	0	0.0526315789473684	0	0.0526315789473684	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0.0526315789473684	0.0526315789473684	0	0	0	0	0	0	0.0526315789473684	0	0.0526315789473684	0	0	0	0.0526315789473684	0	0.0526315789473684	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0.0526315789473684	0.0526315789473684	0	0	0	0	0	0	0.0526315789473684	0	0.0526315789473684	0	0	0	0.0526315789473684	0	0.0526315789473684	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0	0	0.0526315789473684	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0	0	0.0526315789473684	0.0526315789473684	0	0	0	0	0	0	0.0526315789473684	0	0.0526315789473684	0	0	0	0.0526315789473684	0	0.0526315789473684	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.05	0.05	0	0	0	0	0	0	0.05	0	0.05	0	0	0	0.05	0	0.05	0
0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0	0	0.0645161290322581	0	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0	0	0	0.032258064516129	0	0.032258064516129	0
0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0	0	0.0645161290322581	0	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0	0	0	0.032258064516129	0	0.032258064516129	0
0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0	0	0.0645161290322581	0	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0	0	0	0.032258064516129	0	0.032258064516129	0
0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0	0	0.0645161290322581	0	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0	0	0	0.032258064516129	0	0.032258064516129	0
0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0	0	0.0645161290322581	0	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0	0	0	0	0	0	0.032258064516129	0	0	0.032258064516129	0.032258064516129	0	0	0	0	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0.032258064516129	0	0	0	0.032258064516129	0	0.032258064516129	0
0	0	0	0	0	0	0	0.0285714285714286	0	0	0.0285714285714286	0	0	0.0571428571428571	0	0	0	0.0285714285714286	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0.0285714285714286	0	0	0.0285714285714286	0.0285714285714286	0	0	0	0	0.0285714285714286	0.0285714285714286	0.0285714285714286	0.0285714285714286	0.0285714285714286	0	0	0.0285714285714286	0.0285714285714286	0	0.0285714285714286	0
0.0256410256410256	0	0	0	0	0	0	0.0256410256410256	0	0	0.0256410256410256	0.0256410256410256	0	0.0512820512820513	0	0	0	0.0256410256410256	0.0256410256410256	0	0	0	0	0	0	0	0	0	0	0.0256410256410256	0	0	0.0256410256410256	0.0256410256410256	0	0	0	0.0256410256410256	0.0256410256410256	0.0256410256410256	0.0256410256410256	0.0256410256410256	0.0256410256410256	0	0	0.0256410256410256	0.0256410256410256	0	0.0256410256410256	0
0.0238095238095238	0	0	0	0	0	0	0.0238095238095238	0	0	0.0238095238095238	0.0238095238095238	0	0.0476190476190476	0	0	0	0.0238095238095238	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0.0238095238095238	0	0	0.0238095238095238	0.0238095238095238	0	0	0	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0	0	0.0238095238095238	0.0238095238095238	0	0.0238095238095238	0
0.0232558139534884	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0465116279069767	0	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0232558139534884	0
0.0232558139534884	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0465116279069767	0	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0232558139534884	0
0.0232558139534884	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0465116279069767	0	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0232558139534884	0
0.0232558139534884	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0465116279069767	0	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0232558139534884	0
0.0232558139534884	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0465116279069767	0	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0	0	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0.0232558139534884	0	0	0.0232558139534884	0.0232558139534884	0	0.0232558139534884	0
0.0227272727272727	0	0	0	0	0	0	0.0227272727272727	0	0	0.0227272727272727	0.0227272727272727	0	0.0454545454545455	0	0	0	0.0227272727272727	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0.0227272727272727	0.0227272727272727	0	0	0	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0	0	0.0227272727272727	0.0227272727272727	0	0.0227272727272727	0
0.0227272727272727	0	0	0	0	0	0	0.0227272727272727	0	0	0.0227272727272727	0.0227272727272727	0	0.0454545454545455	0	0	0	0.0227272727272727	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0.0227272727272727	0.0227272727272727	0	0	0	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0.0227272727272727	0	0	0.0227272727272727	0.0227272727272727	0	0.0227272727272727	0
0.0222222222222222	0	0	0	0	0	0	0.0222222222222222	0	0	0.0222222222222222	0.0222222222222222	0	0.0444444444444444	0	0	0	0.0222222222222222	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0.0222222222222222	0	0	0.0222222222222222	0.0222222222222222	0	0	0	0.0222222222222222	0.0222222222222222	0.0222222222222222	0.0222222222222222	0.0222222222222222	0.0222222222222222	0	0	0.0222222222222222	0.0222222222222222	0	0.0222222222222222	0
0.0217391304347826	0	0	0	0	0	0	0.0217391304347826	0	0.0217391304347826	0.0217391304347826	0.0217391304347826	0	0.0434782608695652	0	0	0	0.0217391304347826	0.0217391304347826	0	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0	0.0217391304347826	0.0217391304347826	0	0	0	0.0217391304347826	0.0217391304347826	0.0217391304347826	0.0217391304347826	0.0217391304347826	0.0217391304347826	0	0	0.0217391304347826	0.0217391304347826	0	0.0217391304347826	0
0.0212765957446809	0	0	0	0	0	0	0.0212765957446809	0	0.0212765957446809	0.0212765957446809	0.0212765957446809	0	0.0425531914893617	0	0	0	0.0212765957446809	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0.0212765957446809	0	0	0.0212765957446809	0.0212765957446809	0	0	0	0.0212765957446809	0.0212765957446809	0.0212765957446809	0.0212765957446809	0.0212765957446809	0.0212765957446809	0	0	0.0212765957446809	0.0212765957446809	0	0.0212765957446809	0
0.0212765957446809	0	0	0	0	0	0	0.0212765957446809	0	0.0212765957446809	0.0212765957446809	0.0212765957446809	0	0.0425531914893617	0	0	0	0.0212765957446809	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0.0212765957446809	0	0	0.0212765957446809	0.0212765957446809	0	0	0	0.0212765957446809	0.0212765957446809	0.0212765957446809	0.0212765957446809	0.0212765957446809	0.0212765957446809	0	0	0.0212765957446809	0.0212765957446809	0	0.0212765957446809	0
0.0208333333333333	0	0	0	0	0	0	0.0208333333333333	0	0.0208333333333333	0.0208333333333333	0.0208333333333333	0	0.0416666666666667	0	0	0	0.0208333333333333	0.0208333333333333	0	0	0	0	0.0208333333333333	0	0	0.0208333333333333	0	0	0.0208333333333333	0	0	0.0208333333333333	0.0208333333333333	0	0	0	0.0416666666666667	0.0208333333333333	0.0208333333333333	0.0208333333333333	0.0208333333333333	0.0208333333333333	0	0	0.0208333333333333	0.0208333333333333	0	0.0208333333333333	0
0.0204081632653061	0	0	0	0	0	0	0.0204081632653061	0	0.0204081632653061	0.0204081632653061	0.0204081632653061	0	0.0408163265306122	0	0	0	0.0204081632653061	0.0204081632653061	0	0	0	0	0.0204081632653061	0	0	0.0204081632653061	0	0	0.0204081632653061	0	0	0.0204081632653061	0.0204081632653061	0	0	0	0.0408163265306122	0.0204081632653061	0.0204081632653061	0.0204081632653061	0.0204081632653061	0.0204081632653061	0	0	0.0204081632653061	0.0204081632653061	0	0.0204081632653061	0
0.0196078431372549	0	0.0196078431372549	0	0	0	0	0.0196078431372549	0	0.0196078431372549	0.0196078431372549	0.0196078431372549	0	0.0392156862745098	0	0	0	0.0196078431372549	0.0196078431372549	0	0	0	0	0.0196078431372549	0	0	0.0196078431372549	0	0	0.0196078431372549	0	0	0.0196078431372549	0.0196078431372549	0	0	0	0.0392156862745098	0.0196078431372549	0.0196078431372549	0.0196078431372549	0.0196078431372549	0.0196078431372549	0	0	0.0196078431372549	0.0196078431372549	0	0.0196078431372549	0
0.0185185185185185	0	0.0185185185185185	0	0	0	0	0.0185185185185185	0	0.0185185185185185	0.0185185185185185	0.0185185185185185	0	0.037037037037037	0	0	0	0.0185185185185185	0.0185185185185185	0	0	0	0	0.0185185185185185	0	0	0.0185185185185185	0	0	0.0185185185185185	0	0	0.0185185185185185	0.0185185185185185	0	0	0	0.037037037037037	0.0185185185185185	0.0185185185185185	0.0185185185185185	0.0185185185185185	0.0185185185185185	0	0	0.0185185185185185	0.0185185185185185	0	0.0185185185185185	0
0.0181818181818182	0	0.0181818181818182	0	0	0	0	0.0181818181818182	0	0.0181818181818182	0.0181818181818182	0.0181818181818182	0	0.0363636363636364	0	0	0	0.0181818181818182	0.0181818181818182	0	0	0	0	0.0181818181818182	0	0	0.0181818181818182	0	0	0.0181818181818182	0	0	0.0181818181818182	0.0181818181818182	0	0	0	0.0363636363636364	0.0181818181818182	0.0181818181818182	0.0181818181818182	0.0181818181818182	0.0181818181818182	0	0	0.0181818181818182	0.0181818181818182	0	0.0181818181818182	0
